Elapsed,Temp,Latency,Mode
917.26,54.22,3350.91,2
918.27,53.62,3365.16,2
919.28,54.5,3365.16,2
920.29,54.44,3365.16,2
921.3,54.22,3349.97,2
922.31,54.16,3349.97,2
923.32,54.66,3349.97,2
924.33,54.44,3349.97,2
925.34,54.0,3618.19,2
926.35,54.22,3618.19,2
927.36,54.22,3618.19,2
928.37,53.88,3344.28,2
929.38,54.03,3344.28,2
930.39,54.25,3344.28,2
931.4,53.97,3344.28,2
932.41,54.06,3421.47,2
933.42,54.19,3421.47,2
934.43,54.34,3421.47,2
935.44,53.47,3450.5,2
936.45,54.22,3450.5,2
937.46,54.16,3450.5,2
938.47,54.06,3370.18,2
939.48,54.19,3370.18,2
940.5,54.38,3370.18,2
941.51,54.28,3370.18,2
942.52,54.19,3369.3,2
943.53,54.28,3369.3,2
944.54,54.34,3369.3,2
945.55,53.53,3367.92,2
946.56,54.38,3367.92,2
947.57,54.25,3367.92,2
948.58,54.34,3435.11,2
949.59,54.12,3435.11,2
950.6,54.19,3435.11,2
951.61,54.31,2732.26,2
952.62,54.03,3406.52,2
953.63,54.31,3406.52,2
954.64,54.16,3406.52,2
955.65,54.09,3184.65,2
956.66,54.06,3184.65,2
957.67,54.56,3184.65,2
958.68,53.53,3228.66,2
959.7,54.06,3228.66,2
960.71,54.41,3228.66,2
961.72,53.97,3289.29,2
962.74,54.06,3289.29,2
963.75,54.06,3289.29,2
964.76,54.41,3289.29,2
965.78,54.12,3298.42,2
966.79,54.25,3298.42,2
967.8,54.06,3298.42,2
968.82,53.91,3379.24,2
969.83,54.19,3379.24,2
970.84,53.91,3379.24,2
971.86,53.81,3397.68,2
972.87,53.94,3397.68,2
973.88,53.91,3397.68,2
974.9,53.78,3397.68,2
975.91,54.0,3564.23,2
976.93,54.09,3564.23,2
977.94,54.03,3564.23,2
978.95,53.41,3392.37,2
979.97,54.41,3392.37,2
980.98,54.09,3392.37,2
981.99,54.06,3392.37,2
983.01,53.78,3367.61,2
984.02,54.0,3367.61,2
985.03,54.06,3367.61,2
986.05,53.41,3747.57,2
987.06,53.94,3747.57,2
988.07,54.0,3747.57,2
989.09,54.09,3747.57,2
990.1,53.84,3404.8,2
991.11,54.16,3404.8,2
992.13,54.06,3404.8,2
993.14,53.84,3365.85,2
994.16,53.97,3365.85,2
995.17,54.38,3365.85,2
996.18,53.44,3392.04,2
997.2,53.94,3392.04,2
998.21,54.0,3392.04,2
999.22,54.0,3392.04,2
1000.24,53.91,3696.94,2
1001.25,53.91,3696.94,2
1002.27,53.88,3696.94,2
1003.28,53.38,3366.96,2
1004.29,54.28,3366.96,2
1005.3,54.06,3366.96,2
1006.31,54.22,3367.02,2
1007.32,53.91,3367.02,2
1008.33,53.88,3367.02,2
